Manufacturer,Name,max ns,Imax (A),fPWM (Hz),Tsd (s),Rds (Ohm),Psb (W),Weight (g)
default,N/A,12,150,1.20E+04,2.00E-07,1.00E-03,5.00E-01,1.50E+02
