RPM        CT      CP
  973.333  0.103370  0.066396
 1546.667  0.105495  0.065284
 2026.667  0.108590  0.064757
 2460.000  0.110882  0.061936
 2960.000  0.112755  0.063423
 3460.000  0.114067  0.063681
 3986.667  0.117296  0.062008
 4460.000  0.118931  0.060762
 5040.000  0.123327  0.059566
 5486.667  0.123298  0.059303
 5960.000  0.124533  0.059599
 6533.333  0.125412  0.059558
 6966.667  0.127751  0.059955
 7473.333  0.129590  0.060749
