RPM        CT      CP
 1000.000  0.072890  0.047340
 1473.333  0.080939  0.048818
 2020.000  0.093929  0.043982
 2480.000  0.098450  0.043186
 2986.667  0.098567  0.042627
 3460.000  0.098782  0.042435
 3966.667  0.098843  0.042581
 4466.667  0.099321  0.042743
 4960.000  0.099681  0.042965
 5520.000  0.098537  0.043049
 5993.333  0.098560  0.043147
 6440.000  0.099994  0.043627
 6960.000  0.100713  0.043761
 7453.333  0.101392  0.043693
