RPM        CT      CP
 1013.333  0.091518  0.043454
 1460.000  0.093030  0.042120
 2026.667  0.098184  0.041060
 2493.333  0.099815  0.041065
 3013.333  0.103985  0.041160
 3473.333  0.105673  0.041083
 3940.000  0.109194  0.041506
 4486.667  0.109877  0.041573
 5033.333  0.111160  0.041327
 5466.667  0.112437  0.041896
 5953.333  0.113094  0.042222
 6493.333  0.115176  0.042915
 6973.333  0.116346  0.043318
 7473.333  0.117771  0.044102
