RPM        CT      CP
  973.333  0.052488  0.020884
 1540.000  0.061336  0.021174
 2033.333  0.063010  0.020390
 2466.667  0.064055  0.019868
 2960.000  0.065128  0.019508
 3466.667  0.065920  0.019162
 3993.333  0.066990  0.018982
 4460.000  0.066863  0.018729
 4946.667  0.066894  0.018579
 5546.667  0.067474  0.018446
 6006.667  0.067641  0.018269
