RPM        CT      CP
  980.000  0.103189  0.069137
 1540.000  0.110712  0.065141
 1960.000  0.120584  0.059682
 2473.333  0.122204  0.058138
 2973.333  0.123411  0.057683
 3453.333  0.124519  0.057293
 3953.333  0.124573  0.057294
 4500.000  0.124975  0.057226
 4960.000  0.125743  0.057215
 5466.667  0.125043  0.057152
 5940.000  0.124618  0.057395
 6500.000  0.125167  0.057795
 6940.000  0.126401  0.058403
 7486.667  0.127243  0.058864
