RPM        CT      CP
 1046.667  0.098167  0.043485
 1460.000  0.105542  0.041614
 1966.667  0.109446  0.039946
 2446.667  0.112800  0.040041
 2946.667  0.114882  0.040410
 3506.667  0.115564  0.040771
 3960.000  0.115424  0.041509
 4500.000  0.115553  0.041986
 4946.667  0.117909  0.042905
 5480.000  0.118601  0.043230
 5946.667  0.120244  0.044024
 6453.333  0.120940  0.044721
 6953.333  0.121797  0.045350
