RPM        CT      CP
 1033.333  0.090863  0.091029
 1533.333  0.095191  0.091488
 1946.667  0.098308  0.092370
 2460.000  0.099055  0.092089
 2960.000  0.099823  0.091630
 3520.000  0.100900  0.090942
 3966.667  0.100762  0.090435
 4500.000  0.101756  0.090028
 4960.000  0.102183  0.089942
 5460.000  0.103119  0.090193
 5960.000  0.102204  0.089926
 6506.667  0.102125  0.089646
 6953.333  0.102684  0.089345
