RPM        CT      CP
  940.000  0.117781  0.077643
 1540.000  0.120064  0.068655
 2013.333  0.121122  0.067181
 2466.667  0.122014  0.065997
 2946.667  0.122547  0.065793
 3460.000  0.123982  0.066058
 4000.000  0.125119  0.066227
 4440.000  0.126439  0.066796
 5006.667  0.126765  0.067321
 5460.000  0.126332  0.068039
 5973.333  0.126441  0.068634
 6526.667  0.127534  0.069394
 6993.333  0.129096  0.070428
 7500.000  0.130213  0.071224
