RPM        CT      CP
  973.333  0.082273  0.041620
 1533.333  0.091037  0.050857
 2040.000  0.094334  0.052231
 2480.000  0.097347  0.052144
 3040.000  0.107891  0.051480
 3520.000  0.110755  0.050529
 3966.667  0.113680  0.049648
 4460.000  0.117660  0.048816
 4953.333  0.118865  0.048618
 5460.000  0.119629  0.048792
 5993.333  0.120481  0.048831
 6460.000  0.121491  0.049076
 6960.000  0.121353  0.049298
 7473.333  0.121348  0.049374
