RPM        CT      CP
  980.000  0.084544  0.044803
 1473.333  0.091120  0.043552
 1986.667  0.099495  0.040728
 2506.667  0.104506  0.040591
 2966.667  0.106806  0.040538
 3520.000  0.107301  0.041077
 3953.333  0.107345  0.041636
 4453.333  0.107955  0.042161
 4940.000  0.108982  0.042863
 5453.333  0.109628  0.043372
 5946.667  0.110449  0.043998
