RPM        CT      CP
  966.667  0.096168  0.051344
 1520.000  0.099026  0.050911
 1986.667  0.103087  0.049370
 2500.000  0.106410  0.048730
 2940.000  0.109058  0.049009
 3466.667  0.113013  0.047921
 3973.333  0.117957  0.046161
 4506.667  0.119400  0.046812
 4960.000  0.119937  0.047024
 5500.000  0.120228  0.047101
 5960.000  0.122382  0.048041
 6466.667  0.123746  0.048610
 6993.333  0.125209  0.049621
 7440.000  0.126348  0.050568
