RPM        CT      CP
 1466.667  0.063790  0.023685
 1960.000  0.069097  0.024218
 2440.000  0.071529  0.024646
 3026.667  0.073203  0.024330
 3506.667  0.074742  0.024466
 3966.667  0.076561  0.024466
 4460.000  0.077362  0.024107
 4953.333  0.077712  0.024024
 5460.000  0.078569  0.023797
 5953.333  0.079214  0.023517
 6460.000  0.079625  0.023505
 6960.000  0.079789  0.023421
 7460.000  0.080008  0.023179
 7960.000  0.080565  0.023144
