RPM        CT      CP
  980.000  0.077122  0.029425
 1520.000  0.085296  0.028198
 1960.000  0.088241  0.027665
 2466.667  0.090404  0.027311
 2980.000  0.091428  0.027246
 3460.000  0.093163  0.027512
 3966.667  0.092172  0.027613
 4473.333  0.094097  0.028082
 4993.333  0.095587  0.028545
 5460.000  0.097155  0.028955
 5946.667  0.098240  0.029412
 6453.333  0.100205  0.030098
 6953.333  0.101843  0.030793
