RPM        CT      CP
  973.333  0.096297  0.105605
 1540.000  0.106336  0.107113
 2000.000  0.108877  0.107475
 2446.667  0.110352  0.108273
 2966.667  0.110539  0.106778
 3460.000  0.112224  0.107335
 4000.000  0.112254  0.106403
 4440.000  0.114053  0.107134
 4953.333  0.114019  0.106186
 5493.333  0.114641  0.105542
 5953.333  0.115154  0.105700
 6526.667  0.113922  0.105336
 6940.000  0.114288  0.105510
 7466.667  0.114006  0.104647
