RPM        CT      CP
 1013.333  0.078604  0.035054
 1466.667  0.081231  0.033489
 2033.333  0.086049  0.032055
 2513.333  0.088745  0.031032
 2966.667  0.090878  0.030411
 3453.333  0.092127  0.030106
 3980.000  0.093340  0.030309
 4486.667  0.093682  0.030265
 4953.333  0.094053  0.030761
 5546.667  0.095185  0.031193
 6026.667  0.095585  0.031567
 6453.333  0.097137  0.032029
 6986.667  0.099094  0.032538
 7453.333  0.100288  0.033054
