RPM        CT      CP
  966.667  0.072430  0.033664
 1506.667  0.077415  0.032870
 1966.667  0.081252  0.032680
 2540.000  0.082677  0.031736
 3000.000  0.085143  0.031406
 3466.667  0.085874  0.030747
 3960.000  0.088026  0.030227
 4446.667  0.089154  0.029707
 4960.000  0.089934  0.029454
 5506.667  0.090210  0.029322
 6013.333  0.090191  0.029468
 6480.000  0.089306  0.029315
 6946.667  0.090586  0.029401
 7453.333  0.091190  0.029450
