RPM        CT      CP
 1040.000  0.098202  0.041275
 1453.333  0.105559  0.040738
 1960.000  0.108894  0.039316
 2493.333  0.110092  0.038550
 2980.000  0.109764  0.038376
 3473.333  0.111435  0.038487
 3973.333  0.112259  0.038578
 4460.000  0.113753  0.039080
 4940.000  0.115310  0.039608
 5453.333  0.116412  0.040123
