RPM        CT      CP
 1040.000  0.074764  0.035828
 1540.000  0.080840  0.035625
 1960.000  0.082897  0.034525
 2513.333  0.085587  0.033935
 2966.667  0.087721  0.033823
 3493.333  0.089720  0.033446
 3973.333  0.090726  0.033356
 4473.333  0.093158  0.033156
 4953.333  0.094785  0.032986
 5520.000  0.096753  0.032798
 5946.667  0.096901  0.032724
 6540.000  0.097736  0.032622
 7013.333  0.098019  0.032459
 7473.333  0.099112  0.032487
