RPM        CT      CP
 1040.000  0.095283  0.045214
 1486.667  0.097092  0.042903
 1973.333  0.100734  0.042889
 2460.000  0.103405  0.042735
 2960.000  0.104272  0.042579
 3466.667  0.106488  0.041877
 3953.333  0.107798  0.041925
 4460.000  0.110642  0.040742
 4960.000  0.111412  0.041188
 5480.000  0.112923  0.041791
 5966.667  0.113973  0.042286
 5980.000  0.114234  0.042524
