RPM        CT      CP
 1046.667  0.075326  0.034419
 1453.333  0.077226  0.032249
 2000.000  0.082445  0.031712
 2473.333  0.087564  0.031182
 3000.000  0.091743  0.030882
 3453.333  0.094211  0.030943
 3993.333  0.094219  0.031169
 4533.333  0.096803  0.031681
 4940.000  0.098051  0.032032
 5466.667  0.099573  0.032335
 5973.333  0.100461  0.032565
