RPM        CT      CP
 1020.000  0.092921  0.066912
 1546.667  0.097609  0.061044
 1993.333  0.105623  0.056942
 2506.667  0.107844  0.055002
 2966.667  0.108320  0.053564
 3520.000  0.108977  0.052214
 3973.333  0.109322  0.051784
 4440.000  0.110175  0.051133
 4980.000  0.110529  0.050179
 5466.667  0.110233  0.050119
 5960.000  0.111822  0.049917
 6500.000  0.113390  0.050150
 7000.000  0.114078  0.050634
 7440.000  0.114774  0.051314
