RPM        CT      CP
  960.000  0.096252  0.051540
 1473.333  0.099540  0.050188
 1960.000  0.104613  0.048731
 2446.667  0.106745  0.048571
 3013.333  0.116555  0.044757
 3440.000  0.116378  0.044895
 3960.000  0.117198  0.044936
 4446.667  0.118934  0.045428
 4960.000  0.120345  0.045843
 5460.000  0.121882  0.046550
 5946.667  0.123314  0.047375
