RPM        CT      CP
 1040.000  0.110910  0.051754
 1526.667  0.116970  0.048341
 1946.667  0.118147  0.047486
 2460.000  0.118327  0.047365
 2980.000  0.119579  0.047681
 3460.000  0.120872  0.048320
 4033.333  0.119181  0.048715
 4466.667  0.119966  0.049337
 4960.000  0.122370  0.050649
 5460.000  0.123776  0.051444
 5960.000  0.124822  0.052458
 6440.000  0.126378  0.053692
 6946.667  0.127326  0.054860
