RPM        CT      CP
  980.000  0.070773  0.039244
 1540.000  0.079820  0.040236
 1960.000  0.086206  0.037882
 2500.000  0.092127  0.036991
 2960.000  0.095545  0.036113
 3500.000  0.096060  0.035594
 3953.333  0.097142  0.035927
 4486.667  0.097047  0.035800
 4960.000  0.096027  0.035929
 5473.333  0.096434  0.036085
 5946.667  0.096718  0.036389
 6466.667  0.097646  0.036572
 6993.333  0.097656  0.036694
 7513.333  0.098320  0.037018
