RPM        CT      CP
  980.000  0.088532  0.057388
 1453.333  0.093313  0.056990
 2026.667  0.097713  0.056276
 2540.000  0.106439  0.053031
 3013.333  0.108177  0.051755
 3466.667  0.111016  0.051847
 3980.000  0.111630  0.051193
 4466.667  0.110485  0.050419
 4960.000  0.111584  0.050519
 5453.333  0.112076  0.050158
 5960.000  0.112510  0.050191
 6440.000  0.114141  0.050676
 6980.000  0.114573  0.050358
 7453.333  0.115682  0.050648
