RPM        CT      CP
 1000.000  0.063202  0.025774
 1480.000  0.068436  0.025298
 2020.000  0.071092  0.024296
 2480.000  0.071854  0.023764
 3000.000  0.073131  0.023363
 3466.667  0.074134  0.022901
 3973.333  0.075167  0.022689
 4460.000  0.076537  0.022913
 4933.333  0.076348  0.022759
 5526.667  0.076781  0.022573
 6020.000  0.077405  0.022485
 6466.667  0.078037  0.022516
 7006.667  0.078358  0.022384
 7473.333  0.078424  0.022214
