RPM        CT      CP
  966.667  0.092224  0.042413
 1440.000  0.097768  0.039713
 1980.000  0.102398  0.037177
 2453.333  0.103915  0.036330
 2960.000  0.105018  0.036096
 3453.333  0.105903  0.035942
 3940.000  0.106968  0.036167
 4493.333  0.107162  0.036217
 4960.000  0.106984  0.036627
 5446.667  0.108666  0.037142
 5946.667  0.109229  0.037496
 6480.000  0.111147  0.038223
 7020.000  0.111720  0.038420
 7453.333  0.113072  0.039021
