RPM        CT      CP
  986.667  0.087723  0.045334
 1553.333  0.092740  0.043002
 1933.333  0.097467  0.041716
 2500.000  0.100571  0.041750
 2960.000  0.103086  0.041737
 3493.333  0.103737  0.041407
 3980.000  0.106634  0.042152
 4453.333  0.108154  0.042388
 5006.667  0.108567  0.042787
 5486.667  0.110859  0.042946
 5946.667  0.115056  0.042759
 6460.000  0.117267  0.043550
 6960.000  0.118115  0.044104
 7540.000  0.119037  0.044784
