RPM        CT      CP
  953.333  0.087729  0.045477
 1540.000  0.095962  0.045583
 2040.000  0.099597  0.044298
 2513.333  0.103281  0.043129
 2966.667  0.106124  0.042519
 3480.000  0.109038  0.041860
 3953.333  0.110010  0.041106
 4480.000  0.110695  0.040241
 4940.000  0.112734  0.040444
 5446.667  0.113221  0.040322
 5993.333  0.113439  0.040272
 6513.333  0.114038  0.040297
 6973.333  0.114714  0.040277
 7453.333  0.115255  0.040286
