RPM        CT      CP
  973.333  0.061747  0.026817
 1520.000  0.070484  0.028726
 1953.333  0.075966  0.029207
 2546.667  0.078889  0.028564
 2953.333  0.079786  0.027950
 3453.333  0.080369  0.027354
 3966.667  0.082035  0.026964
 4446.667  0.082742  0.026705
 4940.000  0.083480  0.026537
 5460.000  0.084016  0.026364
 5953.333  0.084317  0.026253
 6446.667  0.083940  0.026185
 6960.000  0.083920  0.026082
 7453.333  0.084586  0.026052
