RPM        CT      CP
  966.667  0.108590  0.069292
 1460.000  0.111939  0.064358
 1966.667  0.113125  0.064084
 2506.667  0.114536  0.064208
 2946.667  0.116075  0.064948
 3493.333  0.116914  0.066033
 4000.000  0.116079  0.067095
 4460.000  0.117038  0.068403
 4966.667  0.118512  0.069948
 5466.667  0.119838  0.071307
 5953.333  0.121320  0.072983
 6453.333  0.122067  0.074111
