RPM        CT      CP
  960.000  0.082357  0.050909
 1486.667  0.087838  0.047430
 2046.667  0.093755  0.046855
 2553.333  0.095077  0.045397
 3046.667  0.098306  0.044379
 3446.667  0.100434  0.044179
 3993.333  0.103020  0.043776
 4486.667  0.105132  0.042925
 4946.667  0.108173  0.041917
 5460.000  0.109574  0.041036
 5960.000  0.110666  0.040928
 6446.667  0.111317  0.041098
 6926.667  0.112149  0.040980
 7540.000  0.112658  0.040950
