RPM        CT      CP
  966.667  0.065679  0.037672
 1480.000  0.071351  0.037737
 1940.000  0.077142  0.037412
 2546.667  0.079341  0.035632
 3040.000  0.081077  0.035080
 3513.333  0.082210  0.034081
 3933.333  0.082648  0.033688
 4460.000  0.083480  0.032970
 4973.333  0.084446  0.032517
 5513.333  0.085099  0.031794
 5960.000  0.085523  0.031569
 6460.000  0.086492  0.031246
 6953.333  0.086982  0.030742
 7446.667  0.087642  0.030580
