RPM        CT      CP
 1026.667  0.060480  0.025914
 1533.333  0.064448  0.024746
 1933.333  0.069710  0.025166
 2506.667  0.069485  0.023708
 2973.333  0.071025  0.023079
 3520.000  0.072557  0.022541
 3953.333  0.072692  0.022175
 4500.000  0.072423  0.021655
 4966.667  0.073450  0.021621
 5520.000  0.073074  0.021690
 6060.000  0.072016  0.021363
 6486.667  0.072754  0.021397
 7013.333  0.072849  0.021254
 7513.333  0.073321  0.021201
