RPM        CT      CP
 1033.333  0.090108  0.069406
 1546.667  0.100172  0.070928
 2040.000  0.109477  0.069294
 2533.333  0.115270  0.067707
 2973.333  0.118328  0.067186
 3533.333  0.119174  0.065422
 3993.333  0.121346  0.064680
 4473.333  0.122141  0.063350
 4946.667  0.123518  0.063470
 5453.333  0.123695  0.063178
 5960.000  0.123677  0.063333
 6466.667  0.124291  0.063651
 6960.000  0.125048  0.063481
 7460.000  0.125666  0.063223
