RPM        CT      CP
 1046.667  0.105439  0.071920
 1533.333  0.114923  0.068755
 2000.000  0.119385  0.063771
 2446.667  0.123110  0.063343
 2980.000  0.123486  0.061962
 3446.667  0.122828  0.061275
 3960.000  0.124297  0.060730
 4460.000  0.123042  0.060210
 4940.000  0.124847  0.060433
 5466.667  0.123313  0.060321
 5953.333  0.124261  0.060710
 6513.333  0.125021  0.061409
 6953.333  0.125880  0.061847
 7500.000  0.126068  0.062380
