RPM        CT      CP
 1026.667  0.073236  0.030003
 1460.000  0.074779  0.029663
 1946.667  0.078292  0.029637
 2453.333  0.080739  0.029173
 2960.000  0.082903  0.028664
 3446.667  0.086225  0.028569
 3953.333  0.086910  0.028192
 4460.000  0.088564  0.028193
 4940.000  0.089913  0.028468
 5446.667  0.091059  0.028599
 5946.667  0.090510  0.028812
 6453.333  0.091912  0.029165
 6946.667  0.092859  0.029457
 7460.000  0.093925  0.029751
