RPM        CT      CP
 1033.333  0.091580  0.078327
 1473.333  0.105325  0.083775
 2000.000  0.112962  0.083333
 2446.667  0.114205  0.082466
 2993.333  0.114443  0.079188
 3460.000  0.115821  0.077421
 3953.333  0.116702  0.077367
 4480.000  0.116522  0.076492
 4960.000  0.116714  0.076701
 5453.333  0.117660  0.077308
 5946.667  0.117818  0.077626
 6446.667  0.116788  0.077674
 6980.000  0.116306  0.077904
 7533.333  0.117202  0.078596
