RPM        CT      CP
 1046.667  0.088239  0.060482
 1460.000  0.091525  0.060902
 1960.000  0.095917  0.060479
 2446.667  0.099117  0.060284
 2940.000  0.101092  0.060080
 3500.000  0.102532  0.060162
 3946.667  0.103483  0.060612
 4480.000  0.104599  0.060689
 5013.333  0.104717  0.060991
 5453.333  0.104402  0.061090
 5946.667  0.105774  0.061862
 6446.667  0.106505  0.062191
 6933.333  0.107454  0.062674
