RPM        CT      CP
 1053.333  0.079462  0.033118
 1460.000  0.087853  0.032571
 1966.667  0.090758  0.031120
 2453.333  0.094116  0.030863
 2953.333  0.095090  0.030582
 3453.333  0.095976  0.030459
 3960.000  0.097609  0.030757
 4446.667  0.098426  0.030857
 4960.000  0.098201  0.031019
 5453.333  0.098707  0.031343
 5953.333  0.099811  0.031723
 6473.333  0.100877  0.032011
 6960.000  0.101929  0.032326
 7466.667  0.103284  0.032696
