RPM        CT      CP
  966.667  0.054491  0.019855
 1486.667  0.060520  0.020167
 1966.667  0.061573  0.019563
 2473.333  0.063415  0.019122
 2946.667  0.065028  0.018902
 3506.667  0.065874  0.018393
 3960.000  0.066027  0.018214
 4526.667  0.065817  0.017935
 4946.667  0.066484  0.017863
 5500.000  0.066416  0.017584
 5953.333  0.066044  0.017267
